,0,1,2
1007,1008,"{'TAE': 9206.432286304422, 'RMSE': 648.7538191517074, 'MAPE': 0.09229269370840266, 'AIC': np.float64(14302.6142449351), 'BIC': np.float64(14460.79862731024)}","2015-06-20    4790.861930
2015-06-21     -27.669780
2015-06-22    5302.358653
2015-06-23    4499.350452
2015-06-24    4306.885071
2015-06-25    4248.446063
2015-06-26    4213.510153
2015-06-27    4773.132255
2015-06-28     -25.610933
2015-06-29    7366.695826
2015-06-30    6510.855190
2015-07-01    6273.382006
2015-07-02    6208.724121
2015-07-03    6193.076512
2015-07-04    4774.182032
2015-07-05     -26.560188
2015-07-06    5374.550175
2015-07-07    4524.046659
2015-07-08    4291.120153
2015-07-09    4227.090497
2015-07-10    4209.494388
2015-07-11    4773.334712
2015-07-12     -27.205565
2015-07-13    7357.920514
2015-07-14    6506.877843
2015-07-15    6273.492033
2015-07-16    6209.398913
2015-07-17    6191.999642
2015-07-18    4772.679038
2015-07-19     -27.881640
2015-07-20    5373.954113
2015-07-21    4522.965908
2015-07-22    4289.626496
2015-07-23    4225.539788
2015-07-24    4208.120632
2015-07-25    4772.004003
2015-07-26     -28.554614
2015-07-27    7356.498186
2015-07-28    6505.504479
2015-07-29    6272.160380
2015-07-30    6208.073024
2015-07-31    6190.655877
Freq: D, Name: predicted_mean, dtype: float64"
1008,1009,"{'TAE': 1816.8764388004493, 'RMSE': 455.301157712852, 'MAPE': 0.08269968316581981, 'AIC': np.float64(11043.074548501674), 'BIC': np.float64(11201.258930876815)}","2015-06-20    3722.716036
2015-06-21      11.593768
2015-06-22    5065.510701
2015-06-23    4529.618912
2015-06-24    4357.739183
2015-06-25    4349.016434
2015-06-26    4302.862372
2015-06-27    3795.341191
2015-06-28      20.878610
2015-06-29    6133.502851
2015-06-30    5601.787758
2015-07-01    5429.187617
2015-07-02    5413.045325
2015-07-03    5366.413333
2015-07-04    3793.917992
2015-07-05      19.862126
2015-07-06    5064.777184
2015-07-07    4533.035266
2015-07-08    4360.439751
2015-07-09    4344.345110
2015-07-10    4297.716188
2015-07-11    3792.970266
2015-07-12      18.911787
2015-07-13    6131.593830
2015-07-14    5599.852084
2015-07-15    5427.256539
2015-07-16    5411.161592
2015-07-17    5364.532650
2015-07-18    3792.019485
2015-07-19      17.961024
2015-07-20    5062.875711
2015-07-21    4531.133964
2015-07-22    4358.538419
2015-07-23    4342.443474
2015-07-24    4295.814532
2015-07-25    3791.068725
2015-07-26      17.010263
2015-07-27    6129.692308
2015-07-28    5597.950561
2015-07-29    5425.355016
2015-07-30    5409.260071
2015-07-31    5362.631129
Freq: D, Name: predicted_mean, dtype: float64"
1009,1010,"{'TAE': 17617.938776785624, 'RMSE': 1376.25923610699, 'MAPE': 0.10296347655109478, 'AIC': np.float64(15573.305113204611), 'BIC': np.float64(15731.489495579752)}","2015-06-20     9706.835914
2015-06-21     -332.260071
2015-06-22     8442.300848
2015-06-23     6480.225914
2015-06-24     6706.090591
2015-06-25     6813.968849
2015-06-26     7600.995289
2015-06-27     9989.568238
2015-06-28     -283.156614
2015-06-29    11641.120114
2015-06-30     9713.763880
2015-07-01     9907.266736
2015-07-02    10130.694161
2015-07-03    10896.616407
2015-07-04    10006.684781
2015-07-05     -288.496627
2015-07-06     8382.901283
2015-07-07     6458.850025
2015-07-08     6649.253245
2015-07-09     6883.727453
2015-07-10     7647.631086
2015-07-11     9998.221815
2015-07-12     -299.106939
2015-07-13    11615.263829
2015-07-14     9691.528577
2015-07-15     9881.635411
2015-07-16    10117.165895
2015-07-17    10880.876510
2015-07-18     9987.312845
2015-07-19     -310.221236
2015-07-20     8360.229452
2015-07-21     6436.524416
2015-07-22     6626.602910
2015-07-23     6862.234393
2015-07-24     7625.926553
2015-07-25     9976.169991
2015-07-26     -321.383723
2015-07-27    11592.896474
2015-07-28     9669.194327
2015-07-29     9859.270111
2015-07-30    10094.911252
2015-07-31    10858.601647
Freq: D, Name: predicted_mean, dtype: float64"
1010,1011,"{'TAE': 8773.443199659174, 'RMSE': 1006.243083401927, 'MAPE': 0.12777685678300635, 'AIC': np.float64(15334.943172610801), 'BIC': np.float64(15493.127554985942)}","2015-06-20    6501.004856
2015-06-21    -320.988530
2015-06-22    6705.273431
2015-06-23    5332.412694
2015-06-24    5533.781311
2015-06-25    5679.743969
2015-06-26    5679.294872
2015-06-27    7187.449134
2015-06-28     -32.155394
2015-06-29    9986.222245
2015-06-30    8469.684817
2015-07-01    8659.250880
2015-07-02    8690.701638
2015-07-03    8703.705580
2015-07-04    7148.350192
2015-07-05     -49.459243
2015-07-06    6848.540558
2015-07-07    5340.009202
2015-07-08    5530.201319
2015-07-09    5568.097324
2015-07-10    5580.335937
2015-07-11    7149.130629
2015-07-12     -49.909530
2015-07-13    9975.451100
2015-07-14    8466.467865
2015-07-15    8656.624597
2015-07-16    8694.156919
2015-07-17    8706.438705
2015-07-18    7147.659333
2015-07-19     -51.311387
2015-07-20    6846.294023
2015-07-21    5337.336285
2015-07-22    5527.495013
2015-07-23    5565.047855
2015-07-24    5577.327205
2015-07-25    7146.315083
2015-07-26     -52.659554
2015-07-27    9972.723327
2015-07-28    8463.764150
2015-07-29    8653.922765
2015-07-30    8691.474450
2015-07-31    8703.753937
Freq: D, Name: predicted_mean, dtype: float64"
1011,1012,"{'TAE': 11537.848165372678, 'RMSE': 709.3151180357972, 'MAPE': 0.11483825030100797, 'AIC': np.float64(11664.42535951999), 'BIC': np.float64(11822.60974189513)}","2015-06-20    6640.136132
2015-06-21    -155.066998
2015-06-22    5752.667662
2015-06-23    4574.273801
2015-06-24    4667.617797
2015-06-25    5116.904520
2015-06-26    5501.886404
2015-06-27    6702.774513
2015-06-28    -148.388582
2015-06-29    7170.945536
2015-06-30    6010.550588
2015-07-01    6111.361191
2015-07-02    6559.961574
2015-07-03    6939.930281
2015-07-04    6702.584565
2015-07-05    -149.736788
2015-07-06    5733.372307
2015-07-07    4573.349084
2015-07-08    4674.313915
2015-07-09    5122.900109
2015-07-10    5502.765242
2015-07-11    6701.093748
2015-07-12    -151.251536
2015-07-13    7167.573283
2015-07-14    6007.557740
2015-07-15    6108.525757
2015-07-16    6557.111658
2015-07-17    6936.974652
2015-07-18    6699.576053
2015-07-19    -152.769724
2015-07-20    5730.328848
2015-07-21    4570.313464
2015-07-22    4671.281547
2015-07-23    5119.867442
2015-07-24    5499.730391
2015-07-25    6698.057804
2015-07-26    -154.287984
2015-07-27    7164.536618
2015-07-28    6004.521237
2015-07-29    6105.489321
2015-07-30    6554.075216
2015-07-31    6933.938164
Freq: D, Name: predicted_mean, dtype: float64"
1012,1013,"{'TAE': 16788.87936362272, 'RMSE': 650.9817705524205, 'MAPE': 0.1788065583979453, 'AIC': np.float64(14047.014058920498), 'BIC': np.float64(14205.198441295639)}","2015-06-20    2072.542572
2015-06-21     -47.992921
2015-06-22    4436.092022
2015-06-23    3651.235811
2015-06-24    3385.349632
2015-06-25    3291.883091
2015-06-26    3504.165457
2015-06-27    2332.665033
2015-06-28      25.717884
2015-06-29    6016.041267
2015-06-30    5056.912702
2015-07-01    4733.140626
2015-07-02    4661.928184
2015-07-03    4825.787722
2015-07-04    2300.321269
2015-07-05      16.762768
2015-07-06    4555.452210
2015-07-07    3618.208182
2015-07-08    3301.705317
2015-07-09    3227.697932
2015-07-10    3397.638682
2015-07-11    2304.676683
2015-07-12      18.180883
2015-07-13    6001.640550
2015-07-14    5061.648123
2015-07-15    4744.232343
2015-07-16    4670.575965
2015-07-17    4839.752997
2015-07-18    2304.423176
2015-07-19      18.296261
2015-07-20    4557.847691
2015-07-21    3618.200425
2015-07-22    3300.899295
2015-07-23    3227.198836
2015-07-24    3396.471780
2015-07-25    2304.748487
2015-07-26      18.575245
2015-07-27    6001.926658
2015-07-28    5062.236044
2015-07-29    4744.920516
2015-07-30    4671.225592
2015-07-31    4840.486491
Freq: D, Name: predicted_mean, dtype: float64"
1013,1014,"{'TAE': 9988.418618708209, 'RMSE': 2140.6206359149287, 'MAPE': 0.15951987103769638, 'AIC': np.float64(16176.755438405526), 'BIC': np.float64(16334.939820780666)}","2015-06-20     3560.205050
2015-06-21    -1763.397851
2015-06-22    11277.786692
2015-06-23     9749.062313
2015-06-24     7487.433553
2015-06-25     8262.646789
2015-06-26     9335.808587
2015-06-27     4173.484789
2015-06-28    -1473.125354
2015-06-29    16631.868378
2015-06-30    14936.663035
2015-07-01    12602.232683
2015-07-02    13080.098956
2015-07-03    14119.595716
2015-07-04     4030.294427
2015-07-05    -1575.983188
2015-07-06    11341.984536
2015-07-07     9667.574107
2015-07-08     7342.237473
2015-07-09     7857.246369
2015-07-10     8900.948339
2015-07-11     3981.577372
2015-07-12    -1629.738323
2015-07-13    16490.643310
2015-07-14    14813.635315
2015-07-15    12487.162752
2015-07-16    12997.532031
2015-07-17    14040.708713
2015-07-18     3921.059320
2015-07-19    -1689.627050
2015-07-20    11226.418516
2015-07-21     9549.734992
2015-07-22     7223.404322
2015-07-23     7734.353152
2015-07-24     8777.595450
2015-07-25     3862.015372
2015-07-26    -1748.749609
2015-07-27    16371.872127
2015-07-28    14695.148072
2015-07-29    12368.799678
2015-07-30    12879.676114
2015-07-31    13922.910216
Freq: D, Name: predicted_mean, dtype: float64"
1014,1015,"{'TAE': 8566.286170221516, 'RMSE': 650.2775804026296, 'MAPE': 0.09712906541730287, 'AIC': np.float64(14800.018955309348), 'BIC': np.float64(14958.203337684488)}","2015-06-20    5259.176535
2015-06-21     143.265651
2015-06-22    6623.928638
2015-06-23    5512.763800
2015-06-24    5092.846451
2015-06-25    5672.083664
2015-06-26    5885.574197
2015-06-27    5407.385565
2015-06-28     241.872945
2015-06-29    8199.747063
2015-06-30    7123.674005
2015-07-01    6955.782933
2015-07-02    7409.564192
2015-07-03    7695.987443
2015-07-04    5434.118151
2015-07-05     261.214969
2015-07-06    6437.178877
2015-07-07    5366.177673
2015-07-08    5234.908791
2015-07-09    5670.449489
2015-07-10    5967.472162
2015-07-11    5442.892472
2015-07-12     268.914720
2015-07-13    8182.426204
2015-07-14    7112.162182
2015-07-15    6986.216575
2015-07-16    7419.105871
2015-07-17    7717.669241
2015-07-18    5449.055934
2015-07-19     274.921986
2015-07-20    6444.437351
2015-07-21    5374.280483
2015-07-22    5249.108652
2015-07-23    5681.612548
2015-07-24    5980.399870
2015-07-25    5454.839888
2015-07-26     280.683236
2015-07-27    8193.257378
2015-07-28    7123.116086
2015-07-29    6998.056728
2015-07-30    7430.504603
2015-07-31    7729.324478
Freq: D, Name: predicted_mean, dtype: float64"
1015,1016,"{'TAE': 2484.1511358292773, 'RMSE': 628.6644233298371, 'MAPE': 0.1021258708303252, 'AIC': np.float64(14835.234980907011), 'BIC': np.float64(14993.419363282152)}","2015-06-20    4345.828383
2015-06-21     348.969092
2015-06-22    5591.919123
2015-06-23    4401.569471
2015-06-24    4021.630725
2015-06-25    4101.762476
2015-06-26    4482.592979
2015-06-27    4375.588719
2015-06-28     299.721161
2015-06-29    8588.294551
2015-06-30    7218.229985
2015-07-01    6655.846187
2015-07-02    6663.024043
2015-07-03    7021.119914
2015-07-04    4372.085204
2015-07-05     310.267575
2015-07-06    5850.625778
2015-07-07    4512.519762
2015-07-08    3982.580012
2015-07-09    4002.731197
2015-07-10    4364.869948
2015-07-11    4374.496921
2015-07-12     310.180805
2015-07-13    8545.866348
2015-07-14    7202.077170
2015-07-15    6666.367922
2015-07-16    6684.212071
2015-07-17    7045.631880
2015-07-18    4375.856738
2015-07-19     311.984926
2015-07-20    5861.748129
2015-07-21    4518.969583
2015-07-22    3984.286321
2015-07-23    4002.540728
2015-07-24    4364.088386
2015-07-25    4377.403613
2015-07-26     313.452790
2015-07-27    8547.465849
2015-07-28    7204.507584
2015-07-29    6669.641871
2015-07-30    6687.823322
2015-07-31    7049.348245
Freq: D, Name: predicted_mean, dtype: float64"
1016,1017,"{'TAE': 13386.932636371814, 'RMSE': 664.9013766178333, 'MAPE': 0.09513953516543196, 'AIC': np.float64(14897.744781698459), 'BIC': np.float64(15055.9291640736)}","2015-06-20    4741.458246
2015-06-21    -560.075132
2015-06-22    6812.274636
2015-06-23    6375.238535
2015-06-24    5587.406743
2015-06-25    5880.611154
2015-06-26    5649.212525
2015-06-27    4952.654348
2015-06-28    -550.868113
2015-06-29    8708.805096
2015-06-30    8234.302464
2015-07-01    7489.396785
2015-07-02    7755.713783
2015-07-03    7586.338039
2015-07-04    4967.245868
2015-07-05    -552.747754
2015-07-06    6831.317133
2015-07-07    6353.760855
2015-07-08    5612.352540
2015-07-09    5876.478705
2015-07-10    5712.156536
2015-07-11    4965.800312
2015-07-12    -555.535372
2015-07-13    8705.088944
2015-07-14    8227.283857
2015-07-15    7486.160505
2015-07-16    7750.108163
2015-07-17    7586.197756
2015-07-18    4963.048063
2015-07-19    -558.396971
2015-07-20    6825.745411
2015-07-21    6347.920050
2015-07-22    5606.819917
2015-07-23    5870.753030
2015-07-24    5706.876174
2015-07-25    4960.189346
2015-07-26    -561.264599
2015-07-27    8699.366031
2015-07-28    8221.539019
2015-07-29    7480.440778
2015-07-30    7744.372706
2015-07-31    7580.498583
Freq: D, Name: predicted_mean, dtype: float64"
1017,1018,"{'TAE': 14049.999210288806, 'RMSE': 1150.0225599372582, 'MAPE': 0.07971194583213653, 'AIC': np.float64(15987.62106108346), 'BIC': np.float64(16145.805443458601)}","2015-06-20    10715.947319
2015-06-21     -975.553860
2015-06-22    10735.892363
2015-06-23     8792.245769
2015-06-24     8437.466825
2015-06-25     8348.393700
2015-06-26     9020.655769
2015-06-27    10866.852311
2015-06-28    -1060.847342
2015-06-29    13842.224039
2015-06-30    11980.015934
2015-07-01    11704.855615
2015-07-02    11579.725656
2015-07-03    12241.927694
2015-07-04    10882.398186
2015-07-05    -1066.378384
2015-07-06    10617.704637
2015-07-07     8762.763608
2015-07-08     8494.707972
2015-07-09     8366.360520
2015-07-10     9027.664862
2015-07-11    10885.865436
2015-07-12    -1064.791910
2015-07-13    13835.837746
2015-07-14    11981.545186
2015-07-15    11714.123528
2015-07-16    11585.488967
2015-07-17    12246.713204
2015-07-18    10888.254863
2015-07-19    -1062.570312
2015-07-20    10621.294825
2015-07-21     8767.060131
2015-07-22     8499.695045
2015-07-23     8371.034864
2015-07-24     9032.251953
2015-07-25    10890.548112
2015-07-26    -1060.292039
2015-07-27    13840.318173
2015-07-28    11986.088643
2015-07-29    11718.728605
2015-07-30    11590.066138
2015-07-31    12251.282589
Freq: D, Name: predicted_mean, dtype: float64"
1018,1019,"{'TAE': 15892.50372641551, 'RMSE': 1820.0837120154335, 'MAPE': 0.1672817269277575, 'AIC': np.float64(12399.75951786256), 'BIC': np.float64(12557.9439002377)}","2015-06-20     8323.019503
2015-06-21     -159.845995
2015-06-22     8381.775223
2015-06-23     6324.873812
2015-06-24     6047.583980
2015-06-25     6352.659809
2015-06-26     6770.711796
2015-06-27     8636.595355
2015-06-28       55.193738
2015-06-29    13386.088726
2015-06-30    10810.234042
2015-07-01    10420.159803
2015-07-02    10624.034711
2015-07-03    11040.726832
2015-07-04     8589.877422
2015-07-05       23.968813
2015-07-06     8816.769544
2015-07-07     6324.781645
2015-07-08     5952.921506
2015-07-09     6173.153831
2015-07-10     6590.061464
2015-07-11     8600.697363
2015-07-12       32.282162
2015-07-13    13322.373380
2015-07-14    10816.820484
2015-07-15    10442.014293
2015-07-16    10659.600899
2015-07-17    11076.473667
2015-07-18     8602.209777
2015-07-19       34.200000
2015-07-20     8833.600185
2015-07-21     6330.241335
2015-07-22     5955.911648
2015-07-23     6173.926181
2015-07-24     6590.804589
2015-07-25     8605.227619
2015-07-26       37.152267
2015-07-27    13326.176067
2015-07-28    10822.462345
2015-07-29    10448.055587
2015-07-30    10666.000905
2015-07-31    11082.878401
Freq: D, Name: predicted_mean, dtype: float64"
1019,1020,"{'TAE': 4733.054553570633, 'RMSE': 819.6239093141722, 'MAPE': 0.07838263974207418, 'AIC': np.float64(14926.381034103728), 'BIC': np.float64(15084.565416478868)}","2015-06-20     9259.152515
2015-06-21     -556.526506
2015-06-22     8125.620134
2015-06-23     6811.171190
2015-06-24     6708.437997
2015-06-25     5960.117702
2015-06-26     6668.258981
2015-06-27     9629.168581
2015-06-28     -482.464486
2015-06-29    10902.026926
2015-06-30     9587.134366
2015-07-01     9475.553735
2015-07-02     8808.723382
2015-07-03     9518.476284
2015-07-04     9646.101260
2015-07-05     -483.244004
2015-07-06     8128.744198
2015-07-07     6813.822908
2015-07-08     6701.713103
2015-07-09     6039.751082
2015-07-10     6749.600224
2015-07-11     9641.897306
2015-07-12     -488.506150
2015-07-13    10891.785461
2015-07-14     9576.862454
2015-07-15     9464.721035
2015-07-16     8803.049864
2015-07-17     9512.904756
2015-07-18     9636.430571
2015-07-19     -494.036104
2015-07-20     8117.701186
2015-07-21     6802.778077
2015-07-22     6690.634768
2015-07-23     6028.980974
2015-07-24     6738.836210
2015-07-25     9630.888394
2015-07-26     -499.582059
2015-07-27    10880.694561
2015-07-28     9565.771446
2015-07-29     9453.628025
2015-07-30     8791.975268
2015-07-31     9501.830525
Freq: D, Name: predicted_mean, dtype: float64"
